City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
241,vorgashor,67.5833,63.95,15.91,90,58,2.88,RU,1689981185
242,bosaso,11.2842,49.1816,34.25,38,57,12.62,SO,1689981185
243,sao vicente,-23.9631,-46.3919,21.1,26,12,1.37,BR,1689981185
244,coruripe,-10.1256,-36.1756,23.0,76,2,5.15,BR,1689981186
245,galliano,29.4422,-90.2992,35.0,59,75,4.12,US,1689981186
246,inyonga,-6.7167,32.0667,17.2,44,0,3.2,TZ,1689981186
247,okha,53.5739,142.9478,15.94,95,100,4.08,RU,1689981186
248,rabigh,22.7986,39.0349,31.28,58,99,4.09,SA,1689980955
249,gorgan,36.8387,54.4348,25.98,78,75,5.14,IR,1689981187
250,tommot,58.9564,126.2925,16.96,88,78,3.47,RU,1689981187
251,tofol,5.3248,163.0078,27.88,83,100,4.12,FM,1689981187
252,ribeira grande,38.5167,-28.7,20.43,92,96,2.24,PT,1689981187
253,thomasville,35.8826,-80.082,32.11,56,40,4.75,US,1689981118
254,kalmunai,7.4167,81.8167,26.23,66,100,3.15,LK,1689981187
255,mandera,3.9366,41.867,26.49,59,84,8.27,KE,1689981188
256,talnakh,69.4865,88.3972,20.67,75,100,2.6,RU,1689981188
257,torrington,41.8007,-73.1212,24.52,85,15,2.58,US,1689981188
258,tamandare,-8.7597,-35.1047,23.66,75,7,4.9,BR,1689981188
259,hengshui,37.7322,115.7011,23.49,93,92,4.11,CN,1689981188
260,alofi,-19.0595,-169.9187,26.94,83,13,3.09,NU,1689981188
261,pitimbu,-7.4706,-34.8086,24.33,78,16,6.69,BR,1689981189
262,dzilam gonzalez,21.2833,-88.9333,25.2,96,96,3.74,MX,1689981189
263,guangshui,31.6199,113.9978,24.99,96,93,2.18,CN,1689981189
264,neiafu,-18.65,-173.9833,26.38,83,40,4.63,TO,1689981189
265,florence,43.7667,11.25,25.3,77,0,1.54,IT,1689981189
266,saudarkrokur,65.7461,-19.6394,9.51,86,71,1.2,IS,1689981190
267,namtsy,62.7161,129.6658,17.14,50,3,5.81,RU,1689981190
268,bandiagara,14.3501,-3.6104,31.21,46,100,4.28,ML,1689981190
269,inhambane,-23.865,35.3833,17.79,74,46,2.7,MZ,1689981190
270,port blair,11.6667,92.75,26.34,86,100,5.7,IN,1689981190
271,balsas,-7.5325,-46.0356,25.01,29,2,2.5,BR,1689981190
272,kattivakkam,13.2167,80.3167,31.15,66,100,5.54,IN,1689981190
273,argostolion,38.1811,20.489,27.22,50,0,0.77,GR,1689981191
274,essaouira,31.5125,-9.77,23.72,78,7,6.17,MA,1689981191
275,humberto de campos,-2.5983,-43.4611,23.97,78,9,2.24,BR,1689981191
276,jiayuguan,39.8167,98.3,21.81,22,55,0.77,CN,1689981191
277,lerwick,60.1545,-1.1494,11.0,90,17,3.32,GB,1689981191
278,jayapura,-2.5333,140.7,26.66,85,77,1.74,ID,1689980994
279,happy valley-goose bay,53.3168,-60.3315,28.17,30,40,4.12,CA,1689981192
280,yacuiba,-22.038,-63.6797,27.07,37,0,6.95,BO,1689981192
281,richards bay,-28.783,32.0377,14.9,74,44,5.47,ZA,1689981192
282,santo antonio,-6.3106,-35.4789,22.02,76,5,5.59,BR,1689981192
283,fort mcmurray,56.7268,-111.381,27.77,44,0,1.54,CA,1689981192
284,waddan,29.1614,16.139,29.18,31,0,5.49,LY,1689981192
285,luwuk,-0.9516,122.7875,25.3,85,41,2.34,ID,1689981192
286,hinton,53.4001,-117.5857,17.01,87,85,2.41,CA,1689981193
287,la passe,45.5549,-0.8967,17.21,74,0,4.01,FR,1689981193
288,bamboo flat,11.7,92.7167,26.37,86,100,5.57,IN,1689981193
289,weihai,37.5017,122.1136,25.16,92,97,9.18,CN,1689981193
290,port moresby,-9.4431,147.1797,26.68,69,40,10.29,PG,1689981193
291,tarawa,1.419,172.984,30.05,74,75,2.57,KI,1689981193
292,pacific grove,36.6177,-121.9166,33.69,82,0,3.58,US,1689981194
293,queenstown,-31.8976,26.8753,10.38,73,98,6.95,ZA,1689981194
294,ulsteinvik,62.3432,5.8487,14.86,81,45,3.58,NO,1689981194
295,polyarnyy,69.1989,33.4478,8.24,83,97,6.72,RU,1689981194
296,al bardiyah,31.7561,25.0865,26.91,77,0,5.11,LY,1689981194
297,luanda,-8.8368,13.2343,21.0,88,24,2.57,AO,1689981194
298,gul'kevichi,45.3538,40.6946,20.19,74,3,2.06,RU,1689981195
299,lucea,18.451,-78.1736,30.92,76,21,4.09,JM,1689981195
300,marsh harbour,26.5412,-77.0636,30.04,70,38,1.83,BS,1689981195
301,bahir dar,11.5936,37.3908,16.34,93,100,1.36,ET,1689981195
302,mbanza kongo,-6.267,14.2401,19.76,79,100,1.72,AO,1689981195
303,pleiku,13.9833,108.0,19.96,97,100,1.06,VN,1689981196
304,orange walk,17.8333,-88.8333,27.56,84,100,1.58,BZ,1689981196
305,sola,-13.8833,167.55,25.28,79,100,5.97,VU,1689981196
306,astoria,46.1879,-123.8313,24.22,68,0,4.12,US,1689980967
307,mantua,45.1667,10.7833,20.59,89,19,2.24,IT,1689981196
308,zhigalovo,54.8097,105.1578,16.93,64,1,0.64,RU,1689980927
309,enewetak,11.3474,162.3373,28.7,77,87,6.99,MH,1689981197
310,nyurba,63.2842,118.3319,19.53,75,69,1.43,RU,1689981197
311,minab,27.1467,57.0801,31.8,73,42,1.84,IR,1689981197
312,grassano,40.6346,16.2779,22.78,43,0,1.41,IT,1689981197
313,shetpe,44.1667,52.1167,27.72,38,39,1.43,KZ,1689981197
314,antofagasta,-23.65,-70.4,17.6,89,43,4.82,CL,1689980750
315,galle,6.0367,80.217,26.63,88,97,6.81,LK,1689981198
316,carbonear,47.7332,-53.2148,22.91,90,22,3.26,CA,1689981198
317,arafat,21.3594,39.9664,34.65,15,100,1.6,SA,1689981198
318,greymouth,-42.4667,171.2,7.46,67,11,3.64,NZ,1689980961
319,usogorsk,63.4106,48.6872,13.72,98,60,1.85,RU,1689981198
320,lagoa,39.05,-27.9833,20.96,85,47,2.59,PT,1689981198
321,dudinka,69.4058,86.1778,20.9,72,100,3.41,RU,1689981199
322,katsuren-haebaru,26.3369,127.8719,31.21,79,40,4.12,JP,1689981199
323,birsk,55.4211,55.5428,15.47,86,100,5.85,RU,1689981199
324,sarupathar,26.1984,93.8094,25.1,98,100,0.76,IN,1689981199
325,ketchikan,55.3422,-131.6461,17.26,94,100,3.09,US,1689981199
326,toliara,-23.35,43.6667,18.51,70,36,5.95,MG,1689981200
327,kolonia,50.9333,6.95,15.48,74,0,1.03,DE,1689981178
328,urk,52.6625,5.6014,16.1,77,8,5.84,NL,1689981200
329,anloga,5.7947,0.8973,25.43,86,57,7.14,GH,1689981200
330,urussu,54.5981,53.4631,14.89,97,100,2.44,RU,1689981200
331,fortuna,40.5982,-124.1573,20.52,81,75,5.66,US,1689981200
332,krasnyy chikoy,50.3643,108.7512,13.75,96,71,1.03,RU,1689981201
333,new norfolk,-42.7826,147.0587,8.84,84,59,1.19,AU,1689981201
334,nuku'alofa,-21.1333,-175.2,27.19,69,20,2.06,TO,1689981201
335,atbasar,51.8,68.3333,14.75,77,1,3.61,KZ,1689981201
336,oodweyne,9.4092,45.064,23.7,56,77,10.7,SO,1689981201
337,al muwayh,22.4333,41.7583,28.9,18,100,4.43,SA,1689981201
338,susanville,40.4163,-120.653,37.68,11,0,4.02,US,1689981202
339,taoudenni,22.6783,-3.9836,39.26,9,29,5.23,ML,1689981202
340,tura,25.5198,90.2201,23.64,99,100,1.71,IN,1689981202
341,wuhai,39.6647,106.8122,22.23,49,68,0.28,CN,1689981202
342,puerto el triunfo,13.2833,-88.55,31.07,62,29,3.69,SV,1689981202
343,tegueste,28.5167,-16.3167,21.48,89,100,10.28,ES,1689981203
344,cotonou,6.3654,2.4183,25.49,88,71,6.89,BJ,1689980967
345,kourou,5.1552,-52.6478,25.03,87,47,3.51,GF,1689981203
346,savonlinna,61.8699,28.88,15.03,94,20,3.09,FI,1689981203
347,mugia,43.1041,-9.2179,18.84,85,50,8.03,ES,1689981203
348,santa luzia,-19.7697,-43.8514,18.5,70,20,3.09,BR,1689981203
349,hudson falls,43.3006,-73.586,24.06,73,75,2.06,US,1689981204
350,ar rayyan,25.2919,51.4244,32.9,75,0,3.6,QA,1689981204
351,ulaangom,49.9811,92.0667,17.36,64,99,0.87,MN,1689981204
352,khandyga,62.6667,135.6,13.14,95,100,0.79,RU,1689981204
353,sitka,57.0531,-135.33,15.94,82,100,2.06,US,1689981204
354,qoryooley,1.7878,44.53,23.67,90,57,6.76,SO,1689981204
355,yuxia,34.0615,108.6291,24.34,64,0,1.14,CN,1689981205
